Skladnik: procent
Liœæ czosnku niedŸwiedziego: 2
Liœæ babki: 1
Ziele prawoœlazu: 1
Olejek z lebiodki pospolitej: 0.1
Olejek z tymianku: 0.1
Olejek z czosnku: 1
Ekstrakt z cebuli: 2
Sól kamienna: 92.8
